company,country,region,industry,ownership,year,score,percent_score,strategic_action,gender_targets,gender_due_diligence,grievance_mechanisms,stakeholder_engagement,corrective_action,gender_leadership,development_recruitment,employee_data_by_sex,supply_chain_gender_leadership,enabling_environment_union_rights,gender_procurement,gender_pay_gap,carer_leave_paid,childcare_support,flex_work,living_wage_supply_chain,health_safety,health_safety_supply_chain,violence_prevention,violence_remediation
Foxconn,"Taiwan, China",East Asia & Pacific,Electronics,Public,2023,10.2,19,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,1.0,1,1.0,0.0
Honda Motor,Japan,East Asia & Pacific,Motor Vehicles & Parts,Public,2024,12.5,24,1,1,1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,1.0,1,1.0,0.0
Honeywell,United States,North America,Capital Goods,Public,2023,9.8,19,0,0,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,0,0,0,1.0,2,1.0,0.0
Hong Kong Monetary Authority,"Hong Kong SAR, China",East Asia & Pacific,Banks,Government,2024,2.7,5,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.5,0,0.0,0.0
Hormel Foods,United States,North America,Food Production,Public,2023,10.9,21,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1.0,1,1.0,1.0
HP,United States,North America,Electronics,Public,2023,15.8,30,1,1,0,2.0,0,0.0,1,1,2,0,0,2,0,0.0,0,1,0,1.0,2,1.0,0.0
HSBC,United Kingdom,Europe & Central Asia,Banks,Public,2024,16.5,32,1,1,0,2.0,0,0.0,1,2,2,0,0,1,1,0.0,0,2,0,1.5,0,1.0,0.0
Hua Xia Bank,China,East Asia & Pacific,Banks,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Huawei,China,East Asia & Pacific,Electronics,Private,2023,7.1,14,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Hugo Boss,Germany,Europe & Central Asia,Apparel & Footwear,Public,2023,22.8,44,1,2,1,2.0,1,1.0,2,2,1,0,0,0,0,0.0,2,2,1,1.0,2,1.0,0.0
Huishang Bank,China,East Asia & Pacific,Banks,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Hunan Valin Steel,China,East Asia & Pacific,Metals & Mining,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Huntsman Corporation,United States,North America,Chemicals,Public,2023,8.4,16,0,0,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
HMM,"Korea, Rep.",East Asia & Pacific,Freight & logistics,Public,2024,12.9,25,0,1,0,2.0,0,0.0,0,2,0,0,0,0,0,2.0,2,1,0,1.0,1,1.0,0.0
Hyundai Motor,"Korea, Rep.",East Asia & Pacific,Motor Vehicles & Parts,Public,2024,13.1,25,0,0,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,2,2,0,1.5,1,1.0,0.0
Hyundai Steel,"Korea, Rep.",East Asia & Pacific,Metals & Mining,Public,2024,12.9,25,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,1.0,1,2,0,1.5,2,1.0,0.0
Iberdrola,Spain,Europe & Central Asia,Utilities,Public,2023,12.9,25,1,1,0,2.0,0,0.0,1,1,1,0,0,0,0,0.0,2,1,0,0.0,2,1.0,0.0
IBM,United States,North America,IT Software & Services,Public,2023,12.9,25,1,0,0,1.0,0,1.0,0,0,0,0,0,1,0,0.0,1,1,0,1.5,2,0.0,0.0
ICA Gruppen,Sweden,Europe & Central Asia,Food Retailers,Private,2023,7.4,14,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1.0,0,1.0,0.0
ICICI Bank ,India,South Asia,Banks,Public,2024,8.7,17,0,0,0,2.0,0,0.0,0,0,1,0,0,1,0,0.0,1,0,0,1.0,0,1.0,0.0
Idemitsu Kosan,Japan,East Asia & Pacific,Oil & Gas,Public,2023,9.8,19,0,1,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,1,2,0,1.0,2,0.5,0.0
iFlytek,China,East Asia & Pacific,IT Software & Services,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Iliad,France,Europe & Central Asia,Telecommunications,Public,2023,8.0,15,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,1.0,2,0.5,0.0
India Cements,India,South Asia,Construction Materials & Supplies,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
IFFCO,India,South Asia,Chemicals,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Indian Oil,India,South Asia,Oil & Gas,Public,2023,14.2,27,0,0,0,0.0,0,0.0,0,2,1,0,0,2,0,2.0,1,0,0,1.0,0,0.5,2.0
Indian Railways,India,South Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
IndiGo,India,South Asia,Passenger Transport,Public,2024,10.7,20,1,0,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,2,0,0,1.0,0,1.0,0.0
Indorama Ventures,Thailand,East Asia & Pacific,Chemicals,Public,2023,11.2,22,1,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,1,2,0,1.0,1,1.0,0.0
Inditex,Spain,Europe & Central Asia,Apparel & Footwear,Public,2023,23.7,45,1,0,1,2.0,0,2.0,1,2,2,0,1,0,0,2.0,2,1,1,1.0,2,1.0,0.0
ICBC,China,East Asia & Pacific,Banks,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Industrial Bank,China,East Asia & Pacific,Banks,Public,2024,5.1,10,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,1.0,0.0
INEOS,United Kingdom,Europe & Central Asia,Chemicals,Private,2023,8.4,16,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Infosys,India,South Asia,IT Software & Services,Public,2023,14.8,28,1,1,0,2.0,0,1.0,0,2,1,0,0,0,0,1.0,0,1,0,1.0,2,1.0,0.0
ING,Netherlands,Europe & Central Asia,Banks,Public,2024,14.5,28,1,1,1,2.0,1,0.0,0,0,0,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
Inghams,Australia,East Asia & Pacific,Agricultural Products,Public,2023,8.3,16,0,1,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Ingka Holding,Netherlands,Europe & Central Asia,Retail,Private,2024,11.4,22,1,1,0,1.0,0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,1.5,2,0.0,0.0
Ingredion,United States,North America,Food Production,Public,2023,10.0,19,0,1,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,0,1,0,1.0,1,1.0,0.0
Inmarsat,United Kingdom,Europe & Central Asia,Telecommunications,Private,2023,7.2,14,0,0,0,2.0,1,0.0,0,0,1,0,0,0,0,0.0,0,2,0,1.0,1,0.0,0.0
Inpex ,Japan,East Asia & Pacific,Oil & Gas,Public,2023,14.1,27,1,1,1,2.0,0,0.0,0,1,1,0,0,0,0,1.0,1,3,0,0.5,2,0.0,0.0
Intel,United States,North America,Electronics,Public,2023,22.9,44,1,1,0,2.0,0,1.0,1,0,1,0,0,2,0,0.0,2,2,0,2.0,2,1.0,0.0
Inter RAO,Russian Federation,Europe & Central Asia,Utilities,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
InterCement,Brazil,Latin America & Caribbean,Construction Materials & Supplies,Private,2024,5.6,11,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,1.0,0,0,0,0.0,0,1.0,0.0
InRetail,Peru,Latin America & Caribbean,Food Retailers,Public,2023,0.5,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0.0,0.0
IAG,United Kingdom,Europe & Central Asia,Passenger Transport,Public,2024,11.4,22,0,1,0,2.0,0,0.0,1,0,2,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
IFC,United States,North America,Development Finance Institutions,Government,2024,8.7,17,1,0,0,0.0,0,0.0,1,1,2,0,0,0,0,0.0,1,2,0,0.5,0,0.0,0.0
IFF,United States,North America,Food Production,Public,2023,16.7,32,1,1,0,2.0,0,0.5,0,1,1,0,1,1,1,1.0,0,2,0,1.0,2,1.0,0.0
International Paper,United States,North America,Containers & Packaging,Public,2023,9.4,18,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Intesa Sanpaolo,Italy,Europe & Central Asia,Banks,Public,2024,18.0,34,1,1,0,2.0,0,0.0,2,2,3,0,0,0,2,0.0,2,2,0,1.0,0,1.0,0.0
Invesco,United States,North America,Traditional Asset Managers,Public,2024,8.9,17,0,0,0,2.0,0,0.0,0,2,0,0,0,1,0,0.0,0,1,0,1.0,0,1.0,0.0
Investec,South Africa,Sub-Saharan Africa,Banks,Public,2024,14.0,27,1,1,0,1.0,0,0.0,1,1,0,0,0,2,0,0.0,0,1,1,1.0,1,1.0,0.0
Investment Corporation of Dubai,United Arab Emirates,Middle East & North Africa,Sovereign Wealth Funds,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Iridium Communications,United States,North America,Telecommunications,Public,2023,4.0,8,0,0,0,0.0,0,0.5,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Isbank,Türkiye,Europe & Central Asia,Banks,Public,2024,10.9,21,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,1.0,1,1,0,0.5,0,1.0,0.0
ICL,Israel,Middle East & North Africa,Chemicals,Public,2023,10.1,19,1,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Itochu,Japan,East Asia & Pacific,Conglomerates,Public,2023,12.2,23,0,1,0,1.0,1,0.0,0,0,1,0,0,0,0,3.0,2,2,0,0.5,0,1.0,0.0
Itoham Yonekyu,Japan,East Asia & Pacific,Food Production,Public,2023,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,1.0,0.0
J Crew Group,United States,North America,Apparel & Footwear,Private,2023,8.7,17,0,0,0,2.0,0,0.5,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
J.B. Hunt Transport Services,United States,North America,Freight & logistics,Public,2024,6.0,12,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1,1.0,0.0
J.D. Heiskell & Company,United States,North America,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
J.R. Simplot,United States,North America,Food Production,Private,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
JDE Peet’s,Netherlands,Europe & Central Asia,Food Production,Public,2023,12.9,25,1,1,0,2.0,0,0.0,1,1,1,0,0,0,1,0.0,0,0,0,1.0,2,1.0,0.0
Jacobs,United States,North America,Construction & Engineering,Public,2024,16.0,31,0,1,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,2,2,0,1.5,2,1.0,0.0
James Hardie Industries,Ireland,Europe & Central Asia,Construction Materials & Supplies,Public,2024,8.9,17,0,1,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Janus Henderson ,United Kingdom,Europe & Central Asia,Traditional Asset Managers,Public,2024,12.5,24,1,0,0,2.0,0,0.0,1,1,0,0,0,0,0,0.0,1,1,0,1.0,0,1.0,0.0
Japan Airlines,Japan,East Asia & Pacific,Passenger Transport,Government,2024,15.2,29,1,1,1,0.5,0,0.5,0,1,0,0,0,0,0,0.0,2,2,0,1.0,2,0.0,0.0
Japan Pension Fund Association,Japan,East Asia & Pacific,Pension Funds,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
JBS,Brazil,Latin America & Caribbean,Food Production,Public,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,1.0,0,1.0,0.0
JD.com,China,East Asia & Pacific,Retail,Public,2023,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0.5,0.0
Jeronimo Martins,Portugal,Europe & Central Asia,Food Retailers,Public,2023,11.8,23,0,0,0,2.0,0,1.0,0,0,1,0,0,0,0,1.0,1,0,0,1.0,2,1.0,0.0
JFE Holdings,Japan,East Asia & Pacific,Metals & Mining,Public,2024,10.9,21,0,1,1,2.0,0,0.0,0,1,0,0,0,0,0,0.0,1,2,0,1.0,0,1.0,0.0
Shagang,China,East Asia & Pacific,Metals & Mining,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Jiangxi Copper,China,East Asia & Pacific,Metals & Mining,Government,2023,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Jinchuan Group,China,East Asia & Pacific,Metals & Mining,Government,2023,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Jindal Steel And Power ,India,South Asia,Metals & Mining,Public,2024,3.6,7,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
JiuQuan Iron and Steel Group,China,East Asia & Pacific,Metals & Mining,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
JK Holdings,Japan,East Asia & Pacific,Construction Materials & Supplies,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
JM Smucker,United States,North America,Food Production,Public,2023,16.3,31,0,1,0,2.0,0,1.0,0,1,0,0,0,0,0,0.0,1,0,0,2.0,2,1.0,0.0
Johnson & Johnson,United States,North America,Pharmaceuticals & Biotechnology,Public,2023,18.4,35,0,0,0,2.0,0,0.0,2,1,0,0,0,2,0,1.0,1,2,0,2.0,1,1.0,0.0
Johnson Matthey,United Kingdom,Europe & Central Asia,Chemicals,Public,2023,11.3,22,0,0,0,2.0,0,0.5,0,0,2,0,0,0,0,2.0,0,2,0,1.0,1,1.0,0.0
Jollibee,Philippines,East Asia & Pacific,Food Retailers,Private,2023,8.9,17,0,0,0,2.0,0,0.0,1,1,0,0,0,0,0,1.0,0,2,0,0.0,2,1.0,0.0
JLL,United States,North America,Real Estate,Public,2024,17.1,33,1,1,0,2.0,0,0.0,0,1,1,0,0,2,0,0.0,1,0,0,1.5,2,1.0,0.0
JOYY,Singapore,East Asia & Pacific,IT Software & Services,Public,2023,1.8,3,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.5,0.0
JP Morgan Chase,United States,North America,Banks,Public,2024,16.8,32,0,0,0,0.0,0,0.0,1,0,1,0,0,2,0,0.0,2,2,0,2.0,1,1.0,0.0
JSW Steel,India,South Asia,Metals & Mining,Public,2024,11.8,23,0,1,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,1,1,0,1.5,2,0.0,0.0
Juan Garcia Lax,Germany,Europe & Central Asia,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Jumia,Nigeria,Sub-Saharan Africa,Retail,Public,2023,1.8,3,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0.0
Juniper Networks,United States,North America,Electronics,Public,2023,15.4,30,1,0,0,2.0,0,0.5,0,1,1,0,0,1,0,1.0,0,0,0,1.5,2,1.0,0.0
ENEOS,Japan,East Asia & Pacific,Oil & Gas,Public,2023,13.3,25,0,1,0,1.0,0,0.0,0,1,1,0,0,0,0,1.0,2,2,0,1.5,1,0.5,0.0
K+S,Germany,Europe & Central Asia,Chemicals,Public,2023,10.9,21,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
Kajima Corporation,Japan,East Asia & Pacific,Construction & Engineering,Public,2024,11.1,21,1,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,1.0,2,1.0,0.0
Kangde Xin Composite Material Group ,China,East Asia & Pacific,Containers & Packaging,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Kansai Electric Power,Japan,East Asia & Pacific,Utilities,Public,2023,6.2,12,1,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,1,2,0,0.0,1,0.0,0.0
Kao Corporation,Japan,East Asia & Pacific,Personal & Household Products,Public,2024,17.0,33,1,1,1,2.0,0,0.0,0,0,0,0,0,0,1,1.0,2,2,0,1.5,1,1.0,0.0
Kasikornbank,Thailand,East Asia & Pacific,Banks,Public,2024,20.5,39,0,1,1,0.0,0,0.5,2,0,2,0,0,0,2,0.0,2,0,0,2.0,2,1.0,0.0
KB Financial Group,"Korea, Rep.",East Asia & Pacific,Banks,Public,2024,17.3,33,1,1,0,1.0,0,0.0,1,2,1,0,0,0,0,1.0,2,2,0,1.5,1,1.0,0.0
KBC Groep,Belgium,Europe & Central Asia,Banks,Public,2024,10.2,19,1,0,0,0.0,0,0.0,1,1,1,0,0,0,0,0.0,1,2,0,0.0,2,1.0,0.0
Kellanova,United States,North America,Food Production,Public,2023,13.6,26,1,1,0,2.0,0,0.0,2,1,1,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
Thames Water,United Kingdom,Europe & Central Asia,Utilities,Private,2024,3.6,7,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Kering,France,Europe & Central Asia,Apparel & Footwear,Public,2023,24.0,46,1,1,0,2.0,0,1.0,2,2,0,0,0,0,0,2.0,2,2,2,1.0,2,1.0,1.0
Kernel Holding,Ukraine,Europe & Central Asia,Food Production,Public,2023,8.0,15,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Kerry Group,Ireland,Europe & Central Asia,Food Production,Public,2023,14.8,28,1,1,2,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.5
Keurig Dr Pepper,United States,North America,Food Production,Public,2023,14.9,28,0,1,0,2.0,0,0.5,0,0,0,0,0,2,1,0.0,0,1,0,1.5,2,1.0,0.0
Kewpie Corporation,Japan,East Asia & Pacific,Food Production,Public,2023,5.8,11,0,1,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,2,0,0.0,1,1.0,0.0
KeyCorp,United States,North America,Banks,Public,2024,8.4,16,0,0,0,0.0,0,0.0,0,0,1,0,0,1,0,0.0,2,2,0,0.0,1,1.0,0.0
Keyence Corporation,Japan,East Asia & Pacific,Capital Goods,Public,2023,6.2,12,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Kikkoman Corporation,Japan,East Asia & Pacific,Food Production,Public,2023,5.1,10,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.5,0,0.0,0.0
Kimberly-Clark,United States,North America,Personal & Household Products,Public,2024,15.1,29,0,0,0,2.0,0,0.0,1,2,0,0,0,1,0,1.0,0,2,0,1.5,2,1.0,0.0
Kirin Holdings,Japan,East Asia & Pacific,Food Production,Public,2023,10.7,20,1,1,0,0.0,0,0.5,0,1,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
KKR,United States,North America,Alternative Asset Managers,Public,2024,7.7,15,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,1.0,0,0.5,0.0
Kleiner Perkins Caufield & Byers,United States,North America,Alternative Asset Managers,Private,2024,1.6,3,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0,0.0,0.0
Kobelco,Japan,East Asia & Pacific,Metals & Mining,Public,2024,9.1,17,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,1.5,0,1.0,0.0
Koch Foods,United States,North America,Food Production,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Kohl's,United States,North America,Apparel & Footwear,Public,2023,12.2,23,0,1,0,2.0,0,0.0,1,0,0,0,0,1,0,0.0,1,1,0,1.0,2,1.0,0.0
KLP,Norway,Europe & Central Asia,Pension Funds,Private,2024,4.6,9,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0.0,0.0
Korea Electric Power Corporation,"Korea, Rep.",East Asia & Pacific,Utilities,Public,2023,10.3,20,0,1,2,2.0,0,0.0,0,1,1,0,0,0,0,1.0,0,2,0,0.0,2,0.0,0.0
Korea Investment Corporation,"Korea, Rep.",East Asia & Pacific,Sovereign Wealth Funds,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Korea Shipbuilding & Offshore Engineering,"Korea, Rep.",East Asia & Pacific,Capital Goods,Public,2024,7.6,15,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,1,1,0,1.0,1,0.0,0.0
Korean Air Lines,"Korea, Rep.",East Asia & Pacific,Passenger Transport,Public,2024,7.6,15,0,1,0,0.0,0,0.0,1,0,1,0,0,0,0,1.0,2,1,0,0.5,0,0.0,0.0
Kotak Mahindra Bank,India,South Asia,Banks,Public,2024,11.3,22,0,0,0,2.0,0,0.0,1,1,1,0,0,0,0,1.0,2,1,0,1.0,0,1.0,0.0
KPN,Netherlands,Europe & Central Asia,Telecommunications,Public,2023,12.9,25,0,1,0,2.0,0,0.0,1,1,0,0,0,0,0,0.0,0,1,0,1.5,2,1.0,0.0
Kraft Heinz,United States,North America,Food Production,Public,2023,12.7,24,0,1,0,2.0,0,0.0,2,2,0,0,0,1,0,0.0,0,0,0,1.0,2,1.0,0.0
Kroger,United States,North America,Food Retailers,Public,2023,6.5,13,0,1,0,1.0,0,0.0,1,0,0,0,0,1,0,0.0,0,0,0,0.0,1,1.0,0.0
Krung Thai Bank ,Thailand,East Asia & Pacific,Banks,Public,2024,12.0,23,0,0,1,0.0,0,0.0,2,0,2,0,0,0,0,0.0,1,2,0,1.0,1,1.0,0.0
Kuehne + Nagel,Switzerland,Europe & Central Asia,Postal & Courier Activities,Public,2024,7.4,14,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Kumagai Gumi,Japan,East Asia & Pacific,Real Estate,Public,2024,6.4,12,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,1.0,1,2,0,0.0,0,1.0,0.0
Kuwait Investment Authority,Kuwait,Middle East & North Africa,Sovereign Wealth Funds,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
KPC,Kuwait,Middle East & North Africa,Oil & Gas,Government,2023,8.2,16,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,1.5,1,1.0,0.0
Kweichow Moutai,China,East Asia & Pacific,Food Production,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
KWS,Germany,Europe & Central Asia,Agricultural Products,Public,2023,8.3,16,0,1,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,2,2,0,0.0,2,0.0,0.0
Kyocera,Japan,East Asia & Pacific,Electronics,Public,2023,8.3,16,0,1,1,0.0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,0,0.0,1,1.0,0.0
Kyokuyo,Japan,East Asia & Pacific,Food Production,Public,2023,4.4,8,0,0,0,0.0,0,0.0,0,1,2,0,0,0,0,0.0,1,0,0,0.0,1,0.0,0.0
Kyushu Electric Power,Japan,East Asia & Pacific,Utilities,Public,2023,5.8,11,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,2,0,1.0,1,0.0,0.0
Bath & Body Works,United States,North America,Retail,Public,2024,13.8,26,0,0,0,2.0,0,1.0,3,0,0,0,0,1,0,0.0,1,0,0,0.5,2,1.0,0.0
Bureau of Labor Funds,"Taiwan, China",East Asia & Pacific,Pension Funds,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Lactalis,France,Europe & Central Asia,Food Production,Private,2023,0.7,1,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Holcim,Switzerland,Europe & Central Asia,Construction Materials & Supplies,Public,2023,14.4,28,1,1,2,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Lam Research,United States,North America,Electronics,Public,2023,17.7,34,0,0,0,2.0,0,0.0,1,1,0,0,0,0,0,2.0,2,1,0,2.0,2,1.0,0.0
Lamb Weston,United States,North America,Food Production,Public,2023,9.1,17,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0,2,0,1.0,2,1.0,0.0
Land O'Lakes,United States,North America,Food Production,Private,2023,10.0,19,0,0,0,2.0,0,0.0,1,1,0,0,0,1,0,0.0,2,1,0,0.0,1,1.0,0.0
LBBW,Germany,Europe & Central Asia,Banks,Private,2024,10.5,20,1,1,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,2,2,0,1.0,0,0.0,0.0
LANXESS,Germany,Europe & Central Asia,Chemicals,Public,2023,15.6,30,1,1,0,2.0,0,0.0,1,2,1,0,0,0,0,2.0,2,2,1,0.0,1,1.0,0.0
Larsen & Toubro,India,South Asia,Construction & Engineering,Public,2024,10.2,19,0,1,0,0.5,0,0.0,0,1,1,0,0,0,0,0.0,2,0,0,1.0,1,1.0,0.0
LATAM Airlines Group,Chile,Latin America & Caribbean,Passenger Transport,Public,2024,10.7,21,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,1.0,2,2,0,1.0,1,1.0,0.0
Lazard,United States,North America,Traditional Asset Managers,Public,2024,10.4,20,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,2,1,0,0.5,1,1.0,0.0
LDC Groupe,France,Europe & Central Asia,Food Production,Public,2023,3.6,7,0,0,0,1.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Legal and General Group,United Kingdom,Europe & Central Asia,Traditional Asset Managers,Public,2024,15.6,30,1,1,0,1.0,0,0.0,1,1,1,0,0,0,0,1.0,1,1,2,1.0,1,1.0,0.0
LendLease Group,Australia,East Asia & Pacific,Real Estate,Public,2024,6.5,13,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
